	end	fragment lengths	included transcripts	inclusion normalized reads	normed reads	position	reads	sample
6	3p	20,21,22,23	564.5	0.08021335707841479	45.280440070765145	-94	4.0	undepleted
7	3p	20,21,22,23	565.75	0.17500215266023827	99.0074678675298	-93	8.0	undepleted
8	3p	20,21,22,23	567.0	0.15093553775293336	85.58044990591321	-92	8.0	undepleted
9	3p	20,21,22,23	568.5	0.14088838070229542	80.09504442925495	-91	8.0	undepleted
10	3p	20,21,22,23	571.0	0.30047600059312224	171.57179633867278	-90	3.0	undepleted
11	3p	20,21,22,23	574.0	0.21700837881293272	124.56280943862339	-89	7.0	undepleted
12	3p	20,21,22,23	576.75	0.057406695692918404	33.10931174089069	-88	3.0	undepleted
13	3p	20,21,22,23	579.5	0.07099482653370938	41.14150197628459	-87	2.0	undepleted
14	3p	20,21,22,23	582.75	0.11841544124291944	69.0065983843113	-86	6.0	undepleted
15	3p	20,21,22,23	586.0	0.12997880958631813	76.16758241758242	-85	3.0	undepleted
16	3p	20,21,22,23	589.0	0.280235712542495	165.05883468752955	-84	7.0	undepleted
17	3p	20,21,22,23	591.5	0.6560682857187833	388.06439100266033	-83	20.0	undepleted
18	3p	20,21,22,23	594.25	0.27145043673820585	161.30942203167882	-82	14.0	undepleted
19	3p	20,21,22,23	598.75	0.438876796721717	262.77748203712804	-81	11.0	undepleted
20	3p	20,21,22,23	603.0	0.36865662320103665	222.29994379022511	-80	29.0	undepleted
21	3p	20,21,22,23	605.5	0.4889898689910043	296.0833656740531	-79	17.0	undepleted
22	3p	20,21,22,23	607.5	0.23793075374556857	144.5429329004329	-78	7.0	undepleted
23	3p	20,21,22,23	609.5	0.3765243717656535	229.4916045911658	-77	6.0	undepleted
24	3p	20,21,22,23	611.75	0.23381631351800225	143.03712979463788	-76	7.0	undepleted
25	3p	20,21,22,23	614.25	0.5062833806407779	310.98456655859786	-75	13.0	undepleted
26	3p	20,21,22,23	616.75	0.3147781111376755	194.13940004416136	-74	9.0	undepleted
27	3p	20,21,22,23	618.75	0.25029192814633655	154.86813054054574	-73	11.0	undepleted
28	3p	20,21,22,23	620.75	0.18558725573438242	115.2032889971179	-72	4.0	undepleted
29	3p	20,21,22,23	623.75	0.32323129621510377	201.61552101417098	-71	5.0	undepleted
30	3p	20,21,22,23	626.75	0.3457192451644822	216.67953690683922	-70	14.0	undepleted
31	3p	20,21,22,23	628.5	0.10576433638162065	66.47288541584858	-69	5.0	undepleted
32	3p	20,21,22,23	629.5	0.5084296474179438	320.05646304959566	-68	19.0	undepleted
33	3p	20,21,22,23	631.5	0.4147714498114053	261.92817055590245	-67	12.0	undepleted
34	3p	20,21,22,23	634.75	0.46391869969964783	294.4723946343515	-66	13.0	undepleted
35	3p	20,21,22,23	638.0	0.111119902612788	70.89449786695874	-65	7.0	undepleted
36	3p	20,21,22,23	640.25	0.5558182743165895	355.8626501311964	-64	18.0	undepleted
37	3p	20,21,22,23	641.75	0.4841154245129164	310.6810736811641	-63	20.0	undepleted
38	3p	20,21,22,23	644.0	0.9706991304564772	625.1302400139713	-62	15.0	undepleted
39	3p	20,21,22,23	646.75	0.3803826590016539	246.01248470931966	-61	14.0	undepleted
40	3p	20,21,22,23	649.0	0.11699723664732445	75.93120658411357	-60	6.0	undepleted
41	3p	20,21,22,23	651.25	0.41084892859726324	267.5653647489677	-59	13.0	undepleted
42	3p	20,21,22,23	654.5	0.2684200187492119	175.68090227135917	-58	10.0	undepleted
43	3p	20,21,22,23	658.25	0.41040130546287373	270.14665932093664	-57	12.0	undepleted
44	3p	20,21,22,23	661.5	0.3841487359583353	254.11438883643882	-56	17.0	undepleted
45	3p	20,21,22,23	664.0	0.4382823424518814	291.0194753880493	-55	17.0	undepleted
46	3p	20,21,22,23	666.0	0.534176114124231	355.7612920067379	-54	11.0	undepleted
47	3p	20,21,22,23	668.0	0.3761329133761957	251.2567861352987	-53	11.0	undepleted
48	3p	20,21,22,23	669.5	0.6904254687934769	462.23985135723274	-52	14.0	undepleted
49	3p	20,21,22,23	670.5	0.34775833004114426	233.17196029258722	-51	18.0	undepleted
50	3p	20,21,22,23	671.5	0.54569174175281	366.4320045870119	-50	25.0	undepleted
51	3p	20,21,22,23	673.75	0.33791047338292646	227.6671814417467	-49	16.0	undepleted
52	3p	20,21,22,23	677.75	0.20871301817586432	141.45524806869204	-48	8.0	undepleted
53	3p	20,21,22,23	681.75	0.5370437436271892	366.12957221783626	-47	20.0	undepleted
54	3p	20,21,22,23	685.25	1.8801575721659418	1288.3779763267116	-46	27.0	undepleted
55	3p	20,21,22,23	689.5	0.5448331937647722	375.6624871008105	-45	15.0	undepleted
56	3p	20,21,22,23	693.75	0.3764328595636456	261.15029632227913	-44	20.0	undepleted
57	3p	20,21,22,23	696.0	0.40238785422518303	280.0619465407274	-43	9.0	undepleted
58	3p	20,21,22,23	697.0	0.15487579771138937	107.9484310048384	-42	8.0	undepleted
59	3p	20,21,22,23	698.25	0.1837958344073912	128.3354413749609	-41	20.0	undepleted
60	3p	20,21,22,23	700.5	0.21624611547746683	151.48040389196552	-40	11.0	undepleted
61	3p	20,21,22,23	704.0	0.8156577682752192	574.2230688657543	-39	21.0	undepleted
62	3p	20,21,22,23	707.0	0.3694393852012367	261.19364533727435	-38	16.0	undepleted
63	3p	20,21,22,23	708.25	0.22781040363560343	161.34671837491612	-37	10.0	undepleted
64	3p	20,21,22,23	709.5	0.6653289130865279	472.0508638348915	-36	17.0	undepleted
65	3p	20,21,22,23	711.75	0.4229858470014448	301.06017660327836	-35	29.0	undepleted
66	3p	20,21,22,23	714.0	0.16722161832580684	119.39623548462609	-34	14.0	undepleted
67	3p	20,21,22,23	716.5	0.6437698340688932	461.261086110362	-33	26.0	undepleted
68	3p	20,21,22,23	719.25	0.4319177447601296	310.6568379187232	-32	28.0	undepleted
69	3p	20,21,22,23	721.25	0.3915397905016211	282.3980738992942	-31	15.0	undepleted
70	3p	20,21,22,23	723.0	0.603466736547721	436.3064505240023	-30	28.0	undepleted
71	3p	20,21,22,23	724.75	0.3682106246649678	266.8606502259354	-29	25.0	undepleted
72	3p	20,21,22,23	726.0	0.38974824259619295	282.9572241248361	-28	33.0	undepleted
73	3p	20,21,22,23	726.75	0.36637816877841056	266.2653341597099	-27	28.0	undepleted
74	3p	20,21,22,23	727.5	0.6585762742080418	479.11423948635036	-26	23.0	undepleted
75	3p	20,21,22,23	728.75	0.431357310349918	314.3516399175027	-25	20.0	undepleted
76	3p	20,21,22,23	730.25	0.4590644828565336	335.2318386059837	-24	27.0	undepleted
77	3p	20,21,22,23	731.5	0.5214282577756634	381.4247705628978	-23	35.0	undepleted
78	3p	20,21,22,23	732.25	0.4046716726567258	296.3208323028875	-22	24.0	undepleted
79	3p	20,21,22,23	733.0	0.48479436921637437	355.3542726356024	-21	22.0	undepleted
80	3p	20,21,22,23	734.0	0.6004356365418364	440.71975722170794	-20	22.0	undepleted
81	3p	20,21,22,23	735.0	0.5910672878496647	434.43445656950354	-19	32.0	undepleted
82	3p	20,21,22,23	735.75	0.4018325027155192	295.64826387294323	-18	30.0	undepleted
83	3p	20,21,22,23	736.0	0.7142876118396487	525.7156823139815	-17	39.0	undepleted
84	3p	20,21,22,23	736.0	0.363784674031279	267.74552008702136	-16	72.0	undepleted
85	3p	20,21,22,23	736.5	0.3086203045038126	227.298854267058	-15	36.0	undepleted
86	3p	20,21,22,23	737.5	0.7511688588536497	553.9870334045667	-14	29.0	undepleted
87	3p	20,21,22,23	738.0	0.4025835080158007	297.1066289156609	-13	19.0	undepleted
88	3p	20,21,22,23	738.0	0.2029478905605269	149.77554323366886	-12	7.0	undepleted
89	3p	20,21,22,23	738.0	0.6355685916098065	469.04962060803723	-11	31.0	undepleted
90	3p	20,21,22,23	738.0	0.1469141617824222	108.42265139542758	-10	16.0	undepleted
91	3p	20,21,22,23	746.5	0.32352023353128834	241.50785433110676	-9	18.0	undepleted
92	3p	20,21,22,23	763.5	0.443879540323223	338.9020290367808	-8	38.0	undepleted
93	3p	20,21,22,23	772.0	0.36304010845927737	280.2669637305621	-7	12.0	undepleted
94	3p	20,21,22,23	772.0	0.09284952629033502	71.67983429613864	-6	8.0	undepleted
95	3p	20,21,22,23	772.0	0.2482396237312232	191.64098952050432	-5	6.0	undepleted
96	3p	20,21,22,23	772.0	0.2170951699362449	167.59747119078105	-4	5.0	undepleted
97	3p	20,21,22,23	772.0	0.3943149818755249	304.4111660079052	-3	8.0	undepleted
98	3p	20,21,22,23	772.0	1.4177571488228178	1094.5085188912153	-2	34.0	undepleted
99	3p	20,21,22,23	772.0	1.6917833830133187	1306.056771686282	-1	84.0	undepleted
100	3p	20,21,22,23	772.0	9.929085420801187	7665.253944858517	0	567.0	undepleted
101	3p	20,21,22,23	772.0	3.1842362483241686	2458.230383706258	1	153.0	undepleted
102	3p	20,21,22,23	772.0	0.5027528247769251	388.12518072778613	2	33.0	undepleted
103	3p	20,21,22,23	772.0	2.355031937767944	1818.0846559568529	3	121.0	undepleted
104	3p	20,21,22,23	772.0	0.8256701073208296	637.4173228516804	4	32.0	undepleted
105	3p	20,21,22,23	772.0	0.47541544993629775	367.02072735082186	5	23.0	undepleted
106	3p	20,21,22,23	772.0	3.6767831013188106	2838.4765542181217	6	191.0	undepleted
107	3p	20,21,22,23	772.0	1.6925959924111031	1306.6841061413716	7	70.0	undepleted
108	3p	20,21,22,23	772.0	1.3692625476571754	1057.0706867913393	8	54.0	undepleted
109	3p	20,21,22,23	772.0	4.725673731550407	3648.220120756914	9	148.0	undepleted
110	3p	20,21,22,23	772.0	1.0517368765255777	811.940868677746	10	31.0	undepleted
111	3p	20,21,22,23	772.0	0.5469194841865869	422.22184179204504	11	26.0	undepleted
112	3p	20,21,22,23	772.0	4.101188780071106	3166.117738214894	12	168.0	undepleted
113	3p	20,21,22,23	772.0	3.4095500061183905	2632.1726047233974	13	201.0	undepleted
114	3p	20,21,22,23	772.0	0.8094981585186252	624.9325783763786	14	43.0	undepleted
115	3p	20,21,22,23	772.0	1.9641307843272102	1516.3089655006063	15	115.0	undepleted
116	3p	20,21,22,23	772.0	0.581017925257964	448.5458382991482	16	45.0	undepleted
117	3p	20,21,22,23	772.0	0.376872893034034	290.94587342227425	17	17.0	undepleted
118	3p	20,21,22,23	772.0	1.3393130509386082	1033.9496753246056	18	86.0	undepleted
119	3p	20,21,22,23	772.0	1.5924490051874152	1229.3706320046845	19	39.0	undepleted
120	3p	20,21,22,23	772.0	0.4840068193513525	373.6532645392441	20	17.0	undepleted
121	3p	20,21,22,23	772.0	2.19524062964331	1694.7257660846353	21	86.0	undepleted
122	3p	20,21,22,23	772.0	0.4541641212121999	350.61470157581834	22	28.0	undepleted
123	3p	20,21,22,23	772.0	0.253015906836262	195.32828007759426	23	16.0	undepleted
124	3p	20,21,22,23	772.0	2.021809867076361	1560.837217382951	24	87.0	undepleted
125	3p	20,21,22,23	772.0	0.3740049203337066	288.73179849762147	25	19.0	undepleted
126	3p	20,21,22,23	772.0	0.9206047165682222	710.7068411906675	26	22.0	undepleted
127	3p	20,21,22,23	772.0	1.9704067504529534	1521.15401134968	27	101.0	undepleted
128	3p	20,21,22,23	772.0	0.25222213728031834	194.71548998040575	28	16.0	undepleted
129	3p	20,21,22,23	772.0	0.4331687046279744	334.40623997279624	29	27.0	undepleted
130	3p	20,21,22,23	772.0	1.3841637809917056	1068.5744389255967	30	83.0	undepleted
131	3p	20,21,22,23	772.0	0.3786303665961074	292.3026430121949	31	20.0	undepleted
132	3p	20,21,22,23	772.0	0.47443886677331004	366.26680514899533	32	21.0	undepleted
133	3p	20,21,22,23	772.0	1.3335831557923425	1029.5261962716884	33	76.0	undepleted
134	3p	20,21,22,23	772.0	0.3749393189066643	289.4531541959449	34	20.0	undepleted
135	3p	20,21,22,23	772.0	0.8439799142254237	651.5524937820271	35	19.0	undepleted
136	3p	20,21,22,23	772.0	1.6420881994788652	1267.692089997684	36	108.0	undepleted
137	3p	20,21,22,23	772.0	0.3722741112009344	287.39561384712135	37	20.0	undepleted
138	3p	20,21,22,23	772.0	0.5691993916130742	439.4219303252933	38	25.0	undepleted
139	3p	20,21,22,23	772.0	1.707777420691503	1318.4041687738404	39	109.0	undepleted
140	3p	20,21,22,23	772.0	0.7106748437666586	548.6409793878604	40	25.0	undepleted
141	3p	20,21,22,23	772.0	0.7198672629789592	555.7375270197565	41	22.0	undepleted
142	3p	20,21,22,23	772.0	1.4194235426231394	1095.7949749050636	42	73.0	undepleted
143	3p	20,21,22,23	772.0	0.37878964654658964	292.4256071339672	43	21.0	undepleted
144	3p	20,21,22,23	772.0	0.24584606990970442	189.79316597029182	44	16.0	undepleted
145	3p	20,21,22,23	772.0	2.0591526909886815	1589.6658774432622	45	106.0	undepleted
146	3p	20,21,22,23	772.0	0.5790196692339419	447.0031846486031	46	28.0	undepleted
147	3p	20,21,22,23	772.0	0.5825157827211026	449.7021842606912	47	19.0	undepleted
148	3p	20,21,22,23	772.0	1.7824315582938313	1376.0371630028378	48	98.0	undepleted
149	3p	20,21,22,23	772.0	0.24939587117050788	192.53361254363207	49	18.0	undepleted
150	3p	20,21,22,23	772.0	0.8708066498223619	672.2627336628634	50	18.0	undepleted
151	3p	20,21,22,23	772.0	2.447557210621648	1889.5141665999122	51	100.0	undepleted
152	3p	20,21,22,23	772.0	0.15030835433832093	116.03804954918375	52	16.0	undepleted
153	3p	20,21,22,23	772.0	0.576185474072495	444.8151859839661	53	19.0	undepleted
154	3p	20,21,22,23	772.0	2.100236308376846	1621.382430066925	54	96.0	undepleted
155	3p	20,21,22,23	772.0	0.7077624807616094	546.3926351479624	55	20.0	undepleted
156	3p	20,21,22,23	772.0	0.3874083208954336	299.07922373127474	56	20.0	undepleted
157	3p	20,21,22,23	772.0	1.1150510108117484	860.8193803466697	57	70.0	undepleted
158	3p	20,21,22,23	772.0	0.47325630063994384	365.3538640940366	58	22.0	undepleted
159	3p	20,21,22,23	772.0	0.572010043630256	441.5917536825576	59	20.0	undepleted
160	3p	20,21,22,23	772.0	2.2087725950488886	1705.172443377742	60	96.0	undepleted
161	3p	20,21,22,23	772.0	0.5197618060917076	401.25611430279827	61	20.0	undepleted
162	3p	20,21,22,23	772.0	0.5005666849316361	386.43748076722306	62	28.0	undepleted
163	3p	20,21,22,23	772.0	1.756788452736518	1356.2406855125919	63	107.0	undepleted
164	3p	20,21,22,23	772.0	0.3044171820050626	235.01006450790834	64	24.0	undepleted
165	3p	20,21,22,23	772.0	0.33851712917654125	261.33522372428985	65	29.0	undepleted
166	3p	20,21,22,23	772.0	1.7388949744913131	1342.4269203072938	66	105.0	undepleted
167	3p	20,21,22,23	772.0	0.46561151308807036	359.4520881039903	67	23.0	undepleted
168	3p	20,21,22,23	772.0	0.8249376934428135	636.851899337852	68	35.0	undepleted
169	3p	20,21,22,23	772.0	1.7355138700409876	1339.8167076716425	69	104.0	undepleted
170	3p	20,21,22,23	772.0	0.3428619343244924	264.68941329850816	70	19.0	undepleted
171	3p	20,21,22,23	772.0	0.25522119502120616	197.03076255637117	71	13.0	undepleted
172	3p	20,21,22,23	772.0	2.0936146654909167	1616.2705217589876	72	93.0	undepleted
173	3p	20,21,22,23	772.0	0.34878828110919907	269.2645530163017	73	26.0	undepleted
174	3p	20,21,22,23	772.0	0.5343550957760552	412.52213393911467	74	32.0	undepleted
175	3p	20,21,22,23	772.0	1.5990283026055832	1234.4498496115102	75	88.0	undepleted
176	3p	20,21,22,23	772.0	0.5172965175256896	399.35291152983234	76	22.0	undepleted
177	3p	20,21,22,23	772.0	0.5212598777977664	402.41262565987563	77	29.0	undepleted
178	3p	20,21,22,23	772.0	2.3778105192346963	1835.6697208491855	78	166.0	undepleted
179	3p	20,21,22,23	772.0	0.33193346874046453	256.2526378676386	79	23.0	undepleted
180	3p	20,21,22,23	772.0	0.4158594000373881	321.0434568288636	80	29.0	undepleted
181	3p	20,21,22,23	772.0	1.7136927947088831	1322.9708375152577	81	117.0	undepleted
182	3p	20,21,22,23	772.0	1.0603439784446167	818.5855513592442	82	25.0	undepleted
183	3p	20,21,22,23	772.0	0.6756791138529727	521.624275894495	83	30.0	undepleted
184	3p	20,21,22,23	772.0	1.5173725114341732	1171.4115788271818	84	103.0	undepleted
185	3p	20,21,22,23	772.0	0.5391297526087964	416.20816901399076	85	26.0	undepleted
186	3p	20,21,22,23	772.0	0.40043163952356053	309.13322571218873	86	25.0	undepleted
187	3p	20,21,22,23	772.0	1.5635276836420546	1207.0433717716662	87	84.0	undepleted
188	3p	20,21,22,23	772.0	0.26625090272507407	205.54569690375718	88	17.0	undepleted
189	3p	20,21,22,23	772.0	0.3244598107308833	250.48297388424191	89	26.0	undepleted
190	3p	20,21,22,23	772.0	2.1686236907483076	1674.1774892576937	90	100.0	undepleted
191	3p	20,21,22,23	772.0	0.2504052564706962	193.3128579953775	91	19.0	undepleted
192	3p	20,21,22,23	772.0	0.3662295707115938	282.7292285893504	92	19.0	undepleted
193	3p	20,21,22,23	772.0	1.7127820030224663	1322.267706333344	93	88.0	undepleted
194	3p	20,21,22,23	772.0	0.7316951760168039	564.8686758849726	94	32.0	undepleted
195	3p	20,21,22,23	772.0	2.036517377463866	1572.1914154021044	95	41.0	undepleted
196	3p	20,21,22,23	772.0	1.8651510333871666	1439.8965977748926	96	101.0	undepleted
197	3p	20,21,22,23	772.0	0.4185740371018102	323.13915664259747	97	18.0	undepleted
198	3p	20,21,22,23	772.0	0.3005707970779297	232.04065534416176	98	26.0	undepleted
199	3p	20,21,22,23	772.0	2.120133764574615	1636.743266251603	99	89.0	undepleted
200	3p	20,21,22,23	772.0	0.6099109539637418	470.8512564600087	100	31.0	undepleted
201	3p	20,21,22,23	772.0	0.22841058979615997	176.3329753226355	101	20.0	undepleted
202	3p	20,21,22,23	772.0	1.8280258470780402	1411.235953944247	102	88.0	undepleted
203	3p	20,21,22,23	772.0	0.5317584994654404	410.51756158731996	103	28.0	undepleted
204	3p	20,21,22,23	772.0	0.7292130786193783	562.9524966941601	104	28.0	undepleted
205	3p	20,21,22,23	772.0	2.221770284830067	1715.2066598888116	105	101.0	undepleted
206	3p	20,21,22,23	772.0	0.4084999367933844	315.36195120449275	106	20.0	undepleted
207	3p	20,21,22,23	772.0	0.38920860779579614	300.4690452183546	107	23.0	undepleted
208	3p	20,21,22,23	772.0	1.2498355134631123	964.8730163935227	108	77.0	undepleted
209	3p	20,21,22,23	772.0	0.23092327781320107	178.27277047179123	109	14.0	undepleted
210	3p	20,21,22,23	772.0	0.46651924785121984	360.1528593411417	110	26.0	undepleted
211	3p	20,21,22,23	772.0	1.952139530202403	1507.051717316255	111	78.0	undepleted
212	3p	20,21,22,23	772.0	0.3182500017338214	245.6890013385101	112	25.0	undepleted
213	3p	20,21,22,23	772.0	0.6977092851212748	538.6315681136242	113	14.0	undepleted
214	3p	20,21,22,23	772.0	1.8276522418690286	1410.9475307228902	114	93.0	undepleted
215	3p	20,21,22,23	772.0	0.7515621321399215	580.2059660120194	115	27.0	undepleted
216	3p	20,21,22,23	772.0	1.0023466873063767	773.8116426005228	116	47.0	undepleted
217	3p	20,21,22,23	772.0	1.7327862310615298	1337.710970379501	117	112.0	undepleted
218	3p	20,21,22,23	772.0	0.30748563730147027	237.37891199673504	118	25.0	undepleted
219	3p	20,21,22,23	772.0	0.3543430650999867	273.55284625718974	119	25.0	undepleted
220	3p	20,21,22,23	772.0	1.9568294123229857	1510.672306313345	120	102.0	undepleted
221	3p	20,21,22,23	772.0	0.4216053447560195	325.47932615164706	121	30.0	undepleted
222	3p	20,21,22,23	772.0	0.46335925497913605	357.713344843893	122	21.0	undepleted
223	3p	20,21,22,23	772.0	1.83438861000599	1416.1480069246243	123	102.0	undepleted
224	3p	20,21,22,23	772.0	0.3679332715424041	284.04448563073595	124	26.0	undepleted
225	3p	20,21,22,23	772.0	0.49031602286708836	378.5239696533922	125	21.0	undepleted
226	3p	20,21,22,23	772.0	2.058504853084077	1589.1657465809074	126	126.0	undepleted
227	3p	20,21,22,23	772.0	0.6621909291655997	511.211397315843	127	21.0	undepleted
228	3p	20,21,22,23	772.0	0.35845640008516955	276.7283408657509	128	25.0	undepleted
229	3p	20,21,22,23	772.0	2.0910296766297045	1614.2749103581318	129	121.0	undepleted
230	3p	20,21,22,23	772.0	0.33844620850781637	261.28047296803425	130	18.0	undepleted
231	3p	20,21,22,23	772.0	0.4004987296517298	309.1850192911354	131	19.0	undepleted
232	3p	20,21,22,23	772.0	1.863318361394851	1438.481774996825	132	133.0	undepleted
233	3p	20,21,22,23	772.0	0.24996760199818105	192.97498874259577	133	22.0	undepleted
234	3p	20,21,22,23	772.0	0.49552178175302414	382.54281551333463	134	22.0	undepleted
235	3p	20,21,22,23	772.0	2.131132831815498	1645.2345461615644	135	101.0	undepleted
236	3p	20,21,22,23	772.0	0.6994590812342711	539.9824107128574	136	16.0	undepleted
237	3p	20,21,22,23	772.0	0.5023119715546136	387.78484204016166	137	33.0	undepleted
238	3p	20,21,22,23	772.0	1.4423701933210864	1113.5097892438787	138	103.0	undepleted
239	3p	20,21,22,23	772.0	0.7206345311773257	556.3298580688954	139	26.0	undepleted
240	3p	20,21,22,23	772.0	0.7507777114410394	579.6003932324825	140	32.0	undepleted
241	3p	20,21,22,23	772.0	2.105711583628682	1625.6093425613426	141	127.0	undepleted
242	3p	20,21,22,23	772.0	0.3178612537281435	245.38888787812678	142	26.0	undepleted
243	3p	20,21,22,23	772.0	0.4183489568927065	322.96539472116945	143	31.0	undepleted
244	3p	20,21,22,23	772.0	1.4455694403875459	1115.9796079791854	144	112.0	undepleted
245	3p	20,21,22,23	772.0	0.16756494187447604	129.3601351270955	145	18.0	undepleted
246	3p	20,21,22,23	772.0	0.4380608720451143	338.18299321882824	146	23.0	undepleted
247	3p	20,21,22,23	772.0	1.421788469745863	1097.6206986438062	147	94.0	undepleted
