tx_id	gene_name	undepleted	oligo_depletion
ENST00000240619.2	TAS2R10	0	0
ENST00000294064.8	NEU3	13	120
ENST00000369230.3	PNLIPRP3	0	0
ENST00000415645.6	NPIPB4	0	5
ENST00000368006.7	DEDD	18	125
ENST00000221327.8	ZNF180	4	50
ENST00000372581.1	GUCA2B	0	0
ENST00000368777.1	LCE4A	0	0
ENST00000394015.3	KRTAP2-4	0	0
ENST00000276609.7	SLC26A7	0	0
ENST00000262717.8	CDH20	0	1
ENST00000428397.6	OPRM1	0	0
ENST00000398309.6	DLG2	0	0
ENST00000543909.5	SLC2A14	0	0
ENST00000370950.7	SRSF11	142	976
ENST00000360814.8	GLT8D2	2	31
ENST00000300184.7	MS4A7	0	0
ENST00000529308.5	USP35	4	18
ENST00000206595.10	G2E3	31	280
ENST00000350026.10	ARID1B	60	412
ENST00000272793.9	UBR3	54	394
ENST00000510861.5	GABRA2	0	0
ENST00000357430.7	ACSL3	92	552
ENST00000369501.2	CNR1	0	1
ENST00000233121.6	MAPRE3	4	56
ENST00000368713.7	S100A3	0	0
ENST00000301459.4	RCOR2	1	31
ENST00000215909.9	LGALS1	4	16
ENST00000508064.6	CR1L	1	5
ENST00000366582.7	HEATR1	269	1883
ENST00000615353.1	HIST1H4I	75	459
ENST00000543264.6	SHD	0	0
ENST00000013222.5	INMT	0	0
ENST00000503585.5	PACRGL	14	58
ENST00000393679.5	FOLR1	1	1
ENST00000329319.7	YBEY	6	45
ENST00000331573.7	PSMG1	103	608
ENST00000361413.7	KIAA0753	12	60
ENST00000424325.6	RPL10	3180	19818
ENST00000381968.7	SYT8	0	0
ENST00000457363.1	ANKRD60	0	0
ENST00000304735.3	VASN	0	22
ENST00000370589.6	MCOLN3	2	23
ENST00000367721.2	FASLG	0	0
ENST00000471389.5	FTO	63	394
ENST00000388820.4	ADAMTS7	2	16
ENST00000462322.2	SMKR1	0	0
ENST00000295834.7	FABP1	0	0
ENST00000317834.4	OR2D3	0	1
ENST00000448612.5	WDR27	7	30
ENST00000247005.7	GDF1	0	0
ENST00000229708.3	ULBP1	1	5
ENST00000342947.7	DFNA5	4	35
ENST00000379965.7	TRIM22	0	0
ENST00000619609.1	PADI6	0	0
ENST00000249442.10	MTX2	42	300
ENST00000292090.7	TLCD1	13	108
ENST00000234590.8	ENO1	2394	15207
ENST00000299633.6	HDGFL3	21	95
ENST00000273308.8	CNPY2	52	363
ENST00000377045.8	ARAF	30	210
ENST00000339488.8	PTCHD4	0	0
ENST00000285873.7	GEMIN5	210	1134
ENST00000317578.6	SIX5	16	102
ENST00000359452.8	RGR	0	0
ENST00000307194.5	GIMAP1	0	1
ENST00000370017.7	FNDC7	0	0
ENST00000354287.4	FBXO2	3	25
ENST00000359440.5	TMC3	0	0
ENST00000597186.5	ZNF329	1	5
ENST00000259324.5	LRRC8A	24	116
ENST00000305409.2	SCG2	0	0
ENST00000341491.8	ATF3	14	96
ENST00000447353.5	CCDC173	2	3
ENST00000379818.3	MT1M	1	4
ENST00000371528.1	ZYG11A	17	116
ENST00000361048.5	PLEKHS1	0	0
ENST00000334528.13	FMN1	0	0
ENST00000452392.2	AL669918.1	20	155
ENST00000530460.1	AP002360.1	2	3
ENST00000369314.1	POLR3GL	9	60
ENST00000624304.3	SMIM11B	5	31
ENST00000299290.5	TBATA	0	0
ENST00000509311.6	GOLGA8O	0	0
ENST00000374765.8	RAP1GAP	2	11
ENST00000295571.9	EOGT	6	20
ENST00000221922.10	CCDC9	25	131
ENST00000368243.5	C1orf61	0	0
ENST00000335397.3	OR9Q1	0	0
ENST00000333610.3	TTC32	17	76
ENST00000337304.2	ATF4	93	533
ENST00000322344.7	PNKP	18	103
ENST00000339176.7	NRN1L	0	0
ENST00000337685.6	MUM1L1	6	45
ENST00000543774.6	KAT8	36	231
ENST00000373502.9	CHIC1	8	13
ENST00000329099.4	RFLNB	5	29
ENST00000398706.6	ZSWIM8	26	113
ENST00000382409.3	DEAF1	46	263
ENST00000307395.4	GP9	0	0
ENST00000296412.12	ADH5	159	1105
ENST00000367576.5	LTV1	138	806
ENST00000261254.7	CCND2	116	620
ENST00000317735.4	RRH	0	1
ENST00000359864.6	TEAD4	40	250
ENST00000368759.5	BCCIP	133	770
ENST00000348956.6	CKB	1704	10542
ENST00000343063.7	ESPNL	14	61
ENST00000458420.7	CLSTN2	2	3
ENST00000311303.7	ABCC12	0	0
ENST00000381714.7	HMG20A	29	192
ENST00000378536.4	SKI	50	260
ENST00000398013.7	NIPA2	21	163
ENST00000354911.8	WAC	51	313
ENST00000409259.1	AC013269.1	0	0
ENST00000358528.8	CSDE1	518	3208
ENST00000481445.1	COX7B	222	1363
ENST00000329759.5	FAM43A	0	15
ENST00000596217.1	NUP62	123	686
ENST00000336184.6	TRAF5	3	32
ENST00000294244.8	C11orf84	29	201
ENST00000344300.3	C15orf48	0	1
ENST00000532254.1	NPIPB6	0	1
ENST00000395288.6	KBTBD4	19	121
ENST00000334220.8	DLST	78	615
ENST00000261558.7	AP5M1	17	107
ENST00000535902.5	MANSC1	3	36
ENST00000264775.9	PLPP1	7	39
ENST00000266066.3	SFRP5	0	1
ENST00000326258.1	OR10A7	0	0
ENST00000341976.4	ZNF70	9	41
ENST00000279392.7	HIRIP3	51	376
ENST00000357585.3	SSTR2	1	6
ENST00000287139.7	NODAL	0	0
ENST00000246069.11	DSTN	109	691
ENST00000353151.3	CSN2	0	0
ENST00000293549.3	WNT1	0	0
ENST00000298351.4	TMEM63C	3	18
ENST00000416007.8	MBIP	23	182
ENST00000446656.3	MOGAT1	0	0
ENST00000424086.5	TMEM177	54	320
ENST00000265983.7	HPX	0	0
ENST00000382713.9	DOK6	1	12
ENST00000391851.8	PRMT1	318	2144
ENST00000593685.5	DYRK1B	6	34
ENST00000377365.3	FAM196B	0	1
ENST00000338965.8	NCR3LG1	11	92
ENST00000402924.5	BLVRA	56	313
ENST00000300187.10	MS4A14	0	0
ENST00000306749.3	FASN	1127	7091
ENST00000362057.3	WHRN	3	32
ENST00000417816.2	NEBL	5	26
ENST00000308167.9	ELF4	28	141
ENST00000321322.6	DSCAML1	0	3
ENST00000495461.5	SELENOK	33	174
ENST00000568584.5	TUBB8	62	357
ENST00000496811.5	DHX36	111	607
ENST00000218721.1	MLNR	0	0
ENST00000355665.7	YTHDC1	58	404
ENST00000376325.8	SHISA7	0	1
ENST00000514116.5	ROPN1B	0	0
ENST00000164305.9	PIGB	2	16
ENST00000302182.7	UBB	1649	10316
ENST00000606498.5	TM2D1	16	111
ENST00000216101.6	RASL10A	0	0
ENST00000396330.6	SNX16	1	9
ENST00000306121.7	SNX7	27	179
ENST00000591416.5	MBD1	23	215
ENST00000368100.1	VSIG8	0	0
ENST00000276101.7	AWAT2	0	0
ENST00000336596.6	EPHA3	19	87
ENST00000306698.6	SGO1	20	149
ENST00000216122.8	MCM5	364	2127
ENST00000623402.1	SCARF2	10	79
ENST00000361099.7	STAT1	65	438
ENST00000611977.1	DGKK	0	2
ENST00000435364.7	KAT14	13	114
ENST00000335327.5	WASF3	7	35
ENST00000263985.10	GATB	44	194
ENST00000534025.5	TMEM9B	9	67
ENST00000222800.7	ABHD11	17	125
ENST00000345093.8	RNF41	18	99
ENST00000543942.6	C12orf56	0	1
ENST00000301522.2	PRDX2	460	2986
ENST00000381033.4	PDX1	3	10
ENST00000474759.5	CACNA2D3	7	4
ENST00000394106.6	CMTM4	5	22
ENST00000569591.2	MRC1	0	0
ENST00000397092.5	GPER1	0	3
ENST00000261520.8	ICE2	28	189
ENST00000333360.11	SELE	0	0
ENST00000367833.6	TIPRL	88	569
ENST00000356731.9	HNRNPH1	1130	6377
ENST00000615430.4	CLEC18A	0	1
ENST00000356725.8	ZNF790	2	5
ENST00000222256.8	RAB3A	5	48
ENST00000333461.5	STAC2	0	1
ENST00000253099.10	MRPL4	178	1009
ENST00000356079.8	CYP20A1	20	143
ENST00000641329.1	OR9K2	0	0
ENST00000527673.1	RPS25	1000	6189
ENST00000350690.9	SLC25A10	25	137
ENST00000256854.9	NARS	173	1288
ENST00000382333.1	FGFBP1	0	2
ENST00000442253.2	PAQR8	10	36
ENST00000638849.1	FCGR3A	0	0
ENST00000379215.8	ECHDC3	0	0
ENST00000303904.7	COPS6	187	1300
ENST00000432999.6	ZBED5	34	221
ENST00000394967.2	SP9	10	96
ENST00000380518.7	COL2A1	25	191
ENST00000253362.6	BPIFA2	0	0
ENST00000370200.5	KAZALD1	0	9
ENST00000377252.4	PLXDC2	6	32
ENST00000310194.1	OR8S1	0	0
ENST00000396424.4	ZNF665	0	2
ENST00000259030.2	RTP4	0	0
ENST00000360359.4	ANKS1A	40	277
ENST00000281317.9	MMAA	1	21
ENST00000247668.6	TRAF2	29	167
ENST00000416274.6	E2F5	11	130
ENST00000424279.5	TBL1X	27	145
ENST00000228872.8	CDKN1B	42	187
ENST00000359315.6	TPGS1	19	118
ENST00000361466.6	MYBPC1	1	1
ENST00000544357.2	PRR20C	0	0
ENST00000376016.7	YME1L1	130	1004
ENST00000259205.4	IL36G	0	0
ENST00000291532.7	TMPRSS3	0	0
ENST00000562081.2	COG8	26	154
ENST00000361923.2	PER3	4	19
ENST00000267229.11	RBM26	136	832
ENST00000219409.7	ARHGDIG	14	67
ENST00000008391.3	TFAP2D	0	1
ENST00000275954.3	TMEM47	15	109
ENST00000352251.7	PROSER1	25	189
ENST00000332272.8	CHST6	3	8
ENST00000254488.6	SLC6A11	19	114
ENST00000457749.6	ZNF28	0	16
ENST00000342711.5	CDC42BPG	1	6
ENST00000397907.1	KRTAP12-3	0	0
ENST00000608933.5	PPM1K	18	108
ENST00000373347.5	DLGAP3	0	4
ENST00000270645.7	RCN3	3	5
ENST00000304546.5	ECEL1	3	29
ENST00000394440.7	CCT4	1031	6574
ENST00000198536.6	PILRA	0	0
ENST00000269321.11	ARHGDIA	285	1717
ENST00000411527.5	HLA-DQB2	0	2
ENST00000255695.1	HRASLS2	0	0
ENST00000221797.4	LGALS13	0	0
ENST00000375864.4	LY6G5B	0	8
ENST00000579016.5	ENGASE	19	134
ENST00000371839.5	AGBL4	0	0
ENST00000309415.7	SH3RF3	4	29
ENST00000216106.5	HMGXB4	33	220
ENST00000244728.9	COL21A1	6	18
ENST00000283713.10	VILL	1	3
ENST00000435224.2	ABTB2	9	84
ENST00000256969.6	SPX	0	7
ENST00000316355.9	CCNG2	6	31
ENST00000290583.8	CELF3	2	1
ENST00000368904.5	CUZD1	0	0
ENST00000326539.6	PRNT	0	0
ENST00000229633.6	HINT3	35	149
ENST00000397609.6	FAM98B	77	469
ENST00000371320.7	SSBP3	50	313
ENST00000382680.5	RBMY1D	0	0
ENST00000398600.6	MX1	0	0
ENST00000602168.1	ERVV-1	0	0
ENST00000368216.8	RRNAD1	15	79
ENST00000234396.8	ATP6V1B1	0	4
ENST00000381937.8	NADK2	27	162
ENST00000399300.6	RBM12B	44	186
ENST00000392185.7	SNX9	45	224
ENST00000446916.2	ATRN	23	140
ENST00000332217.5	OR10J3	0	0
ENST00000288319.11	ERG	0	0
ENST00000253079.10	CCDC62	0	0
ENST00000636427.1	FP565324.1	0	0
ENST00000502486.5	BEND4	15	88
ENST00000400314.5	PCBP3	1	9
ENST00000264020.6	IFT46	23	113
ENST00000394618.7	LGALS12	0	0
ENST00000355209.8	POLR3H	52	306
ENST00000343855.5	ZBED6CL	0	1
ENST00000333850.3	TPH2	0	0
ENST00000315467.8	GCSH	44	253
ENST00000378561.5	FAM214B	0	4
ENST00000267838.6	LYSMD2	2	17
ENST00000392869.6	GTDC1	6	13
ENST00000336032.3	PNRC1	33	183
ENST00000314992.9	EXD1	0	0
ENST00000309106.3	MRGPRD	0	0
ENST00000394815.2	KRT80	0	0
ENST00000314103.5	CHAF1B	64	421
ENST00000639955.1	NECAP1	29	217
ENST00000345358.11	BAX	71	399
ENST00000354952.6	PLSCR4	1	2
ENST00000262375.10	DNAJA3	121	742
ENST00000337537.7	PPP2R5E	29	220
ENST00000266503.9	ARNTL2	0	3
ENST00000370812.7	PIGK	83	412
ENST00000381020.7	CDX2	32	175
ENST00000221804.4	CLC	0	0
ENST00000513973.5	PGM3	75	413
ENST00000372782.4	ZMAT1	0	0
ENST00000241463.4	RASL11A	11	71
ENST00000377967.8	KDM6A	21	169
ENST00000380254.6	FBXO16	2	12
ENST00000373025.7	PGC	0	0
ENST00000321545.4	ZNF543	11	109
ENST00000403633.6	BUD31	35	194
ENST00000333274.10	EFNA5	8	55
ENST00000396073.3	ENAM	0	0
ENST00000263736.4	SRBD1	30	182
ENST00000619044.1	ZNF883	0	1
ENST00000378887.3	SDHAF1	6	43
ENST00000311946.7	NIPAL4	0	2
ENST00000382968.9	RNF212	0	0
ENST00000216468.7	TMED8	27	131
ENST00000229266.7	CHPT1	33	212
ENST00000370629.6	CD40LG	0	0
ENST00000303254.3	TEX37	0	0
ENST00000357214.5	SFPQ	1013	6167
ENST00000274054.2	NAF1	101	560
ENST00000513963.1	AC093899.2	2	17
ENST00000333891.13	PCLO	15	84
ENST00000266182.10	TTLL8	0	0
ENST00000370768.6	FUBP1	347	2122
ENST00000389874.3	FAM124B	0	0
ENST00000341162.8	FCF1	57	357
ENST00000376829.6	DZIP1	4	58
ENST00000323699.8	DEGS1	181	1382
ENST00000565380.5	ZNF106	25	192
ENST00000392490.5	PKIB	0	15
ENST00000305454.7	C8orf46	0	0
ENST00000215479.9	AMELY	0	0
ENST00000395384.8	QPRT	94	593
ENST00000311890.13	HSPB7	0	0
ENST00000420353.6	ATF7	7	85
ENST00000615007.4	LYNX1	0	0
ENST00000254657.7	PER2	12	77
ENST00000253237.9	GRWD1	184	1229
ENST00000447092.5	HYAL2	16	137
ENST00000641819.1	OR51L1	0	0
ENST00000296506.7	SCRG1	0	0
ENST00000442366.5	AIMP1	78	432
ENST00000328314.3	OR6C76	0	0
ENST00000329630.9	ZNF775	7	53
ENST00000233630.10	PCGF1	18	101
ENST00000429984.4	NUTM2E	0	0
ENST00000590798.1	AC008770.3	0	4
ENST00000304195.7	FRMD3	1	3
ENST00000273695.3	TM4SF19	0	0
ENST00000315962.8	TRIM55	0	0
ENST00000336292.10	SYNM	7	31
ENST00000394123.7	G3BP1	653	4110
ENST00000372441.1	LRRC73	1	1
ENST00000409204.4	PCDH20	0	11
ENST00000221166.9	NEFM	97	580
ENST00000313250.9	DHRS4	29	209
ENST00000594947.5	ZNF257	1	4
ENST00000263726.3	LHX4	0	11
ENST00000300127.2	OR4D6	0	0
ENST00000354650.7	FYN	42	238
ENST00000206474.11	HAUS4	15	120
ENST00000314228.9	ZNF575	0	2
ENST00000299164.3	ADAMTS15	3	17
ENST00000311437.10	ZNF490	6	33
ENST00000395060.5	CLIP2	2	22
ENST00000374704.7	CCNY	10	73
ENST00000328313.9	ENPP7	0	0
ENST00000453129.2	CLDN25	0	0
ENST00000327720.5	SIX6	0	0
ENST00000367846.8	MPC2	55	301
ENST00000331251.3	NPBWR1	0	0
ENST00000273075.8	DNPEP	30	190
ENST00000449187.6	CALU	88	462
ENST00000308249.3	PPM1E	19	151
ENST00000377311.3	TMEM252	0	0
ENST00000361987.5	CNTF	1	3
ENST00000381795.10	RBM47	1	14
ENST00000409074.6	APOPT1	5	39
ENST00000315711.12	CD200	0	0
ENST00000373191.8	AGO3	11	93
ENST00000276201.6	UPF3B	75	380
ENST00000456935.6	MAN2B1	31	193
ENST00000527879.2	EID3	0	0
ENST00000265978.8	FAM160A2	20	74
ENST00000265081.6	MSH3	48	282
ENST00000261652.6	TNFRSF13B	0	0
ENST00000417856.5	KLC2	42	377
ENST00000392948.3	HIST2H3PS2	1028	6051
ENST00000233072.9	CPS1	10	63
ENST00000331479.3	SMDT1	34	254
ENST00000343110.2	PRELP	0	0
ENST00000432196.3	KBTBD13	0	0
ENST00000222382.5	CYP3A43	0	0
ENST00000291009.3	PIP	0	0
ENST00000523047.3	SMIM23	0	0
ENST00000381070.7	CWC27	38	233
ENST00000407249.7	CDK11B	41	242
ENST00000327347.9	SEPHS1	60	393
ENST00000309594.4	MRPL57	47	290
ENST00000298999.7	R3HCC1L	16	80
ENST00000424785.6	FKBP7	6	80
ENST00000298466.9	SOHLH1	0	0
ENST00000539867.5	TBC1D30	3	41
ENST00000311083.9	CSRP2	113	637
ENST00000637269.1	AC002429.2	0	0
ENST00000319441.5	PCK1	1	1
ENST00000222284.9	TMEM147	46	335
ENST00000465127.1	AF241726.2	16	121
ENST00000397985.6	SERPINB8	1	2
ENST00000262052.9	SLC11A2	17	128
ENST00000296849.9	NKD2	8	45
ENST00000377755.8	KRT40	0	0
ENST00000260723.4	BTBD16	2	1
ENST00000249837.7	VPS13C	36	236
ENST00000381401.10	SLC25A6	272	1852
ENST00000357103.4	ADIPOR2	28	248
ENST00000336077.10	KIR2DL1	0	0
ENST00000361529.3	SLC25A47	0	0
ENST00000269391.10	RNF157	2	26
ENST00000333129.3	FIGN	8	78
ENST00000348831.8	ADARB1	10	48
ENST00000239461.10	PRRX1	0	8
ENST00000221943.13	DMAC2	33	252
ENST00000638170.1	INAFM2	4	18
ENST00000410042.1	AC092587.1	27	176
ENST00000369489.9	CD58	11	29
ENST00000270722.9	PRDM16	2	23
ENST00000216259.7	PMM1	12	120
ENST00000381298.6	IL6ST	19	151
ENST00000375135.3	FGD1	6	66
ENST00000511437.5	FAM173B	12	74
ENST00000586600.5	CCDC130	9	58
ENST00000371237.8	C8B	0	0
ENST00000270570.8	SLC47A1	10	56
ENST00000303127.11	LMAN2	132	1118
ENST00000548747.5	PMEL	3	3
ENST00000619866.4	PIK3R6	0	0
ENST00000339950.4	USP1	101	650
ENST00000356929.3	ZNF708	3	27
ENST00000312150.4	KRT25	0	0
ENST00000557597.5	NUMB	36	230
ENST00000228936.4	ART4	0	0
ENST00000223528.6	FKTN	3	43
ENST00000609129.1	ZBTB8B	4	18
ENST00000383836.7	SRGAP3	0	10
ENST00000237837.1	FGF23	0	0
ENST00000375910.7	CELA2B	0	1
ENST00000435765.5	PSMC2	177	1068
ENST00000325324.10	IPO11	69	402
ENST00000259466.1	OR1L4	0	0
ENST00000408923.7	RGS14	8	23
ENST00000292432.9	HK3	0	0
ENST00000312165.5	NLRP6	0	0
ENST00000201979.2	REM1	0	0
ENST00000454002.6	DNAJB5	5	26
ENST00000609923.5	SLC25A16	8	46
ENST00000410092.7	SPIRE1	13	90
ENST00000641768.1	OR5V1	0	0
ENST00000329003.3	GALR2	0	4
ENST00000269844.4	PRDM15	11	55
ENST00000405858.5	ZNF12	13	82
ENST00000243964.6	SLC12A5	1	1
ENST00000239940.11	PFN2	84	461
ENST00000393504.5	CNGA3	0	0
ENST00000251691.4	ARFGEF3	16	67
ENST00000375712.3	KIF3B	11	75
ENST00000370630.5	CTBS	13	45
ENST00000268148.12	DET1	11	73
ENST00000336257.7	CHST5	0	2
ENST00000591399.5	WBP2	88	556
ENST00000368089.4	KCNJ10	0	0
ENST00000317647.11	NOSTRIN	0	0
ENST00000526415.5	AAMDC	23	144
ENST00000380419.7	TUBAL3	1	2
ENST00000325321.7	KLK2	0	0
ENST00000317749.9	DRICH1	0	0
ENST00000270800.1	IL22RA1	0	0
ENST00000396679.5	CENPK	33	158
ENST00000298295.3	C10orf10	1	11
ENST00000359042.6	C17orf80	33	211
ENST00000315274.6	MMP1	0	0
ENST00000371852.3	CH25H	0	0
ENST00000289968.10	ARHGAP17	68	444
ENST00000563924.5	PECAM1	0	0
ENST00000601372.5	ZNF558	1	3
ENST00000358679.3	SLAIN1	17	118
ENST00000333813.3	TUSC5	0	0
ENST00000305988.5	ADRB2	1	13
ENST00000296130.4	CLEC3B	0	0
ENST00000359894.6	PLPPR3	4	54
ENST00000602845.1	NCBP2-AS2	12	49
ENST00000381393.3	MBD3L2	0	0
ENST00000297145.8	BMT2	6	38
ENST00000466202.5	IQUB	0	3
ENST00000432826.1	TARM1	0	0
ENST00000160373.7	CTTNBP2	5	27
ENST00000636229.1	CCDC196	0	0
ENST00000458013.6	SNX27	67	425
ENST00000339235.3	FBXL14	4	45
ENST00000355946.6	SH3PXD2A	20	111
ENST00000382258.8	TNFRSF19	4	17
ENST00000310169.2	CHRNA9	0	0
ENST00000289902.1	FCER1G	0	1
ENST00000334444.10	ABCC5	45	199
ENST00000329153.9	PLEKHH1	8	40
ENST00000288139.9	CACNA1D	2	6
ENST00000537262.1	AC135586.2	2	40
ENST00000312397.9	SART1	114	720
ENST00000329608.10	CSF1	1	24
ENST00000512047.2	FAM90A26	0	0
ENST00000371065.8	LEPROT	5	70
ENST00000327606.3	MC2R	0	0
ENST00000641342.1	OR5B2	0	0
ENST00000280979.8	AKAP6	5	15
ENST00000368594.7	INPP5A	6	64
ENST00000635976.1	AC009477.2	0	1
ENST00000361851.1	MT-ATP8	587	4853
ENST00000199447.8	NME8	0	0
ENST00000409999.3	C5orf52	0	0
ENST00000309893.3	CA5A	0	0
ENST00000368576.7	ZUFSP	38	158
ENST00000452088.5	TLE6	1	4
ENST00000316059.6	ZFP91	42	244
ENST00000263776.8	ACCS	6	34
ENST00000380773.8	WRNIP1	85	528
ENST00000400613.4	C9orf152	0	0
ENST00000371124.4	ACTRT1	0	0
ENST00000297151.8	SLU7	65	346
ENST00000165698.9	REEP1	2	29
ENST00000276077.1	GPR174	0	0
ENST00000345429.10	MBNL2	3	24
ENST00000322875.8	CD46	38	279
ENST00000248150.4	GNG13	0	0
ENST00000616140.1	CPSF1	157	967
ENST00000360668.7	MAP1LC3A	0	1
ENST00000369805.7	EPS8L3	0	0
ENST00000351050.7	GNAT2	1	2
ENST00000373165.7	ZNF711	51	310
ENST00000619204.4	PYCR1	172	966
ENST00000279575.5	PRB4	0	0
ENST00000216629.10	BDKRB1	0	0
ENST00000520468.6	COX6C	127	899
ENST00000380075.6	TRIM54	0	0
ENST00000295012.5	OBSCN-AS1	0	0
ENST00000359362.5	EDARADD	1	19
ENST00000035307.6	CHPF2	29	102
ENST00000348227.4	WDR54	54	322
ENST00000506197.2	SMIM20	9	55
ENST00000299866.12	TVP23A	0	0
ENST00000242209.8	FKBP9	20	135
ENST00000433765.3	CHRM4	0	1
ENST00000221485.7	SLC17A7	1	1
ENST00000618156.4	PPP1R2	24	237
ENST00000317103.5	VCX2	0	0
ENST00000324685.10	RNF40	255	1505
ENST00000395860.6	VCPKMT	5	37
ENST00000535454.5	MAGEA8	1	5
ENST00000300209.12	EEF1AKMT3	0	14
ENST00000287713.6	NMNAT2	0	2
ENST00000396008.2	PRR34	1	1
ENST00000358572.9	TMA16	48	316
ENST00000290705.12	MT1A	3	14
ENST00000242776.8	DDX39A	210	1068
ENST00000397468.5	RFPL3	0	0
ENST00000379068.7	POLA1	91	614
ENST00000595396.1	LRRC63	0	1
ENST00000381527.7	CDK8	23	117
ENST00000297431.8	ORC5	34	250
ENST00000316981.7	PLAG1	7	19
ENST00000395792.6	AFP	0	0
ENST00000369248.8	FAM160B1	15	101
ENST00000335953.8	ZBTB16	1	0
ENST00000592554.1	FAM20A	0	0
ENST00000317987.5	FDCSP	0	0
ENST00000352312.5	CFAP100	0	0
ENST00000415106.1	AL138826.1	0	0
ENST00000225972.7	LRRC59	300	1893
ENST00000240488.7	MND1	22	174
ENST00000209884.4	KLHL20	12	76
ENST00000225823.6	ASIC2	0	0
ENST00000322776.10	NDUFV1	214	1352
ENST00000378061.6	ZNF425	4	27
ENST00000640252.1	PIGN	15	88
ENST00000368811.7	S100A10	91	513
ENST00000375078.3	CAMK2N1	2	10
ENST00000585809.5	WDR18	170	950
ENST00000457052.2	BHMG1	0	5
ENST00000318074.9	SYTL1	0	3
ENST00000522678.5	GPBAR1	0	0
ENST00000358984.8	ANKRD30B	0	0
ENST00000345122.7	ARHGAP5	59	320
ENST00000262418.10	SLC4A1	0	3
ENST00000206542.8	OSGEP	53	362
ENST00000394319.8	LHX6	1	9
ENST00000318080.6	CRAT	24	221
ENST00000375050.5	PBX2	43	183
ENST00000357503.2	TOR4A	0	2
ENST00000331256.9	ACP7	0	0
ENST00000289753.1	HTR6	0	3
ENST00000313368.7	TAF7	37	270
ENST00000297875.6	SYTL5	1	3
ENST00000434006.2	SPINK8	0	0
ENST00000376588.3	PSAT1	444	2990
ENST00000251810.7	RRM2B	22	120
ENST00000253329.2	PPIL4	71	497
ENST00000292907.7	COX7A1	0	0
ENST00000548278.1	RITA1	5	47
ENST00000261349.8	LRP6	22	95
ENST00000506729.5	SLCO6A1	0	0
ENST00000264255.7	TXNDC9	40	308
ENST00000257901.7	KRT85	0	1
ENST00000253506.9	NFATC1	11	84
ENST00000327674.8	SERPINA7	0	0
ENST00000322247.7	FAM210A	13	83
ENST00000293771.9	ZNF653	4	46
ENST00000244519.6	BTN3A3	1	3
ENST00000368073.7	DCAF8	26	134
ENST00000224140.5	SETX	51	293
ENST00000612958.1	GAGE13	0	7
ENST00000359707.8	G3BP2	227	1496
ENST00000317907.8	TTC27	60	340
ENST00000372857.7	PABPC4	152	1063
ENST00000295108.3	NEUROD1	2	5
ENST00000334828.5	PGAM1	517	3128
ENST00000265068.9	KIAA1257	0	2
ENST00000371980.3	LURAP1	0	5
ENST00000249883.9	AMOTL2	10	106
ENST00000612133.4	MPP2	23	138
ENST00000577949.5	SNURF	0	0
ENST00000215957.10	MICALL1	26	177
ENST00000628562.1	MRLN	0	0
ENST00000327451.10	SLC25A18	0	0
ENST00000396930.3	KAT6A	69	500
ENST00000392509.6	DYNLL1	321	2044
ENST00000368321.7	KIAA0907	41	217
ENST00000394480.6	NTRK3	0	0
ENST00000374695.7	HSPG2	19	70
ENST00000241808.8	PRM2	0	0
ENST00000256413.7	CTIF	6	38
ENST00000293404.7	NAGS	0	0
ENST00000370340.7	MAGEA4	0	0
ENST00000332129.6	KIF21B	3	12
ENST00000383791.7	SH3BP5	23	162
ENST00000641211.1	OR2M2	0	0
ENST00000290374.4	GJD2	0	0
ENST00000295452.4	GABRG1	0	1
ENST00000642097.1	OR9G1	0	0
ENST00000351270.3	HABP2	0	0
ENST00000418115.5	RHOA	467	2787
ENST00000371199.7	XIAP	41	197
ENST00000319715.8	RBBP6	62	328
ENST00000182290.8	TSPAN32	0	0
ENST00000279394.7	TAOK2	34	284
ENST00000354293.9	AP2A1	79	563
ENST00000283131.3	SMARCA5	234	1542
ENST00000285298.8	MRPS17	24	165
ENST00000393381.2	HPF1	50	301
ENST00000377818.3	MZT1	49	345
ENST00000372759.3	ZMPSTE24	80	570
ENST00000301653.8	KRT16	0	0
ENST00000477853.5	EMC1	103	635
ENST00000424301.6	CKMT2	1	4
ENST00000326000.1	WFDC9	0	0
ENST00000339953.9	CLEC18B	0	0
ENST00000283550.7	SPACA7	0	0
ENST00000422285.6	PDHA1	237	1401
ENST00000278520.9	CCDC82	13	85
ENST00000366630.5	SIPA1L2	8	68
ENST00000040877.1	TARBP1	58	333
ENST00000262105.6	MCM4	604	3771
ENST00000340417.7	LIN54	25	128
ENST00000482108.1	PEG10	0	1
ENST00000335325.8	ZNRF1	5	39
ENST00000257430.8	APC	15	141
ENST00000424985.3	FAM71E2	0	0
ENST00000260408.7	ADAM10	44	228
ENST00000553612.5	GTF2A1	54	322
ENST00000271628.8	SF3B4	239	1670
ENST00000418109.5	LAMB2	40	178
ENST00000371173.7	ZBP1	0	0
ENST00000614556.4	DCAF7	112	636
ENST00000288177.9	ZNF19	6	17
ENST00000398319.6	CABIN1	79	529
ENST00000266674.9	LGR5	0	19
ENST00000265388.9	TNPO3	95	640
ENST00000339051.2	OSTN	1	18
ENST00000619286.4	MILR1	0	0
ENST00000356080.8	ADD3	34	258
ENST00000391620.1	KRTAP10-3	0	0
ENST00000341712.8	MPRIP	45	312
ENST00000355765.10	PRPF39	27	186
ENST00000229758.7	FBXO5	58	307
